,pmid,Dataset,Real label,times_correct,times_test,CorrectlyClassified
687,4544969,random_1000_pmids,Not Relevant,32,32,100.0
685,4464801,pk_random,Not Relevant,35,35,100.0
1084,7823718,random_1000_pmids,Not Relevant,52,52,100.0
1085,7828432,2000V2_1103,Not Relevant,44,44,100.0
1086,7830253,pk_random,Not Relevant,39,39,100.0
1087,7836471,2000V2_1103,Not Relevant,47,47,100.0
1088,7840569,2000V2_1103,Not Relevant,33,33,100.0
684,4459031,pk_random,Not Relevant,25,25,100.0
683,4458325,random_1000_pmids,Not Relevant,44,44,100.0
1091,7851470,random_1000_pmids,Not Relevant,46,46,100.0
1092,7853675,2000V2_1103,Not Relevant,34,34,100.0
1093,7878347,2000V2_1103,Not Relevant,44,44,100.0
682,4456017,random_1000_pmids,Not Relevant,31,31,100.0
681,4454486,pk_random,Not Relevant,40,40,100.0
1097,7887175,random_1000_pmids,Not Relevant,42,42,100.0
690,4575719,pk_random,Not Relevant,42,42,100.0
672,4407679,2000V2_1103,Not Relevant,39,39,100.0
1124,7995005,2000V2_1103,Relevant,38,38,100.0
1150,8103798,random_1000_pmids,Not Relevant,45,45,100.0
1151,8110160,2000V2_1103,Not Relevant,33,33,100.0
1152,8115380,2000V2_1103,Not Relevant,45,45,100.0
1153,8126999,2000V2_1103,Not Relevant,48,48,100.0
1154,8128245,random_1000_pmids,Not Relevant,39,39,100.0
1155,8142328,2000V2_1103,Not Relevant,55,55,100.0
1156,8147566,2000V2_1103,Not Relevant,47,47,100.0
1157,8150320,2000V2_1103,Relevant,38,38,100.0
1158,8151467,2000V2_1103,Not Relevant,43,43,100.0
1159,8202654,random_1000_pmids,Not Relevant,44,44,100.0
1160,8207594,random_1000_pmids,Not Relevant,44,44,100.0
1161,8214161,2000V2_1103,Not Relevant,39,39,100.0
1162,8216669,random_1000_pmids,Not Relevant,34,34,100.0
665,4282660,2000V2_1103,Not Relevant,42,42,100.0
1164,8223410,2000V2_1103,Not Relevant,40,40,100.0
1165,8225127,pk_random,Relevant,40,40,100.0
1166,8230867,2000V2_1103,Not Relevant,49,49,100.0
663,4225304,pk_random,Not Relevant,49,49,100.0
1168,8237055,pk_random,Not Relevant,31,31,100.0
1169,8241014,pk_random,Not Relevant,38,38,100.0
1170,8249080,pk_random,Relevant,43,43,100.0
1149,8094762,2000V2_1103,Not Relevant,38,38,100.0
1123,7992319,random_1000_pmids,Not Relevant,38,38,100.0
1148,8091379,random_1000_pmids,Relevant,54,54,100.0
1146,8089271,2000V2_1103,Not Relevant,28,28,100.0
1125,7996320,pk_random,Not Relevant,44,44,100.0
671,4378073,2000V2_1103,Not Relevant,38,38,100.0
1127,8001260,random_1000_pmids,Not Relevant,37,37,100.0
1128,8004155,pk_random,Not Relevant,44,44,100.0
1129,8006217,random_1000_pmids,Not Relevant,34,34,100.0
1130,8020535,2000V2_1103,Not Relevant,46,46,100.0
1131,8025332,2000V2_1103,Not Relevant,43,43,100.0
670,4376939,2000V2_1103,Not Relevant,39,39,100.0
1133,8032155,2000V2_1103,Not Relevant,38,38,100.0
1134,8035789,2000V2_1103,Not Relevant,43,43,100.0
1135,8037677,random_1000_pmids,Not Relevant,49,49,100.0
669,4374942,pk_random,Not Relevant,44,44,100.0
667,4357525,2000V2_1103,Not Relevant,40,40,100.0
1138,8049502,random_1000_pmids,Not Relevant,36,36,100.0
1139,8061832,2000V2_1103,Relevant,33,33,100.0
1140,8066777,2000V2_1103,Not Relevant,41,41,100.0
1141,8068500,pk_random,Relevant,41,41,100.0
1142,8069770,2000V2_1103,Not Relevant,32,32,100.0
1143,8070367,2000V2_1103,Not Relevant,44,44,100.0
1144,8073537,pk_random,Not Relevant,43,43,100.0
666,4330458,2000V2_1103,Not Relevant,37,37,100.0
1147,8091243,2000V2_1103,Not Relevant,42,42,100.0
662,4218184,pk_random,Not Relevant,43,43,100.0
1073,7713998,random_1000_pmids,Not Relevant,47,47,100.0
1071,7712034,2000V2_1103,Not Relevant,39,39,100.0
711,4804792,random_1000_pmids,Not Relevant,36,36,100.0
1000,7340641,2000V2_1103,Not Relevant,45,45,100.0
1001,7349330,2000V2_1103,Relevant,44,44,100.0
1002,7351238,2000V2_1103,Not Relevant,44,44,100.0
1003,7361560,random_1000_pmids,Not Relevant,37,37,100.0
1004,7362229,random_1000_pmids,Relevant,37,37,100.0
1005,7390653,2000V2_1103,Not Relevant,35,35,100.0
710,4803421,2000V2_1103,Not Relevant,33,33,100.0
709,4797550,pk_random,Not Relevant,41,41,100.0
708,4790663,2000V2_1103,Not Relevant,42,42,100.0
1009,7412556,pk_random,Not Relevant,43,43,100.0
707,4780659,pk_random,Not Relevant,51,51,100.0
706,4774728,2000V2_1103,Not Relevant,42,42,100.0
1012,7415484,pk_random,Not Relevant,43,43,100.0
1013,7423735,random_1000_pmids,Not Relevant,46,46,100.0
705,4756882,2000V2_1103,Not Relevant,41,41,100.0
1015,7430614,pk_random,Not Relevant,35,35,100.0
1016,7452492,2000V2_1103,Relevant,52,52,100.0
1018,7477663,2000V2_1103,Not Relevant,31,31,100.0
1019,7479096,random_1000_pmids,Not Relevant,37,37,100.0
1020,7479551,pk_random,Not Relevant,41,41,100.0
998,7304632,random_1000_pmids,Relevant,33,33,100.0
1021,7480390,2000V2_1103,Not Relevant,45,45,100.0
997,7302947,pk_random,Not Relevant,29,29,100.0
995,7284624,pk_random,Not Relevant,38,38,100.0
714,4842138,pk_random,Not Relevant,37,37,100.0
975,7154248,2000V2_1103,Relevant,40,40,100.0
976,7156868,random_1000_pmids,Not Relevant,48,48,100.0
977,7159316,2000V2_1103,Not Relevant,38,38,100.0
713,4824906,pk_random,Not Relevant,42,42,100.0
979,7173898,2000V2_1103,Not Relevant,39,39,100.0
712,4817257,2000V2_1103,Not Relevant,47,47,100.0
981,7185768,2000V2_1103,Relevant,39,39,100.0
982,7198289,2000V2_1103,Not Relevant,50,50,100.0
983,7198444,pk_random,Not Relevant,45,45,100.0
984,7202471,random_1000_pmids,Relevant,43,43,100.0
985,7203002,pk_random,Not Relevant,36,36,100.0
986,7207158,2000V2_1103,Not Relevant,40,40,100.0
987,7211006,pk_random,Not Relevant,33,33,100.0
988,7215362,pk_random,Not Relevant,35,35,100.0
989,7223286,pk_random,Not Relevant,42,42,100.0
990,7264629,pk_random,Not Relevant,34,34,100.0
991,7274056,pk_random,Relevant,36,36,100.0
992,7274310,2000V2_1103,Relevant,42,42,100.0
993,7281778,2000V2_1103,Not Relevant,44,44,100.0
994,7284028,pk_random,Not Relevant,46,46,100.0
996,7285987,pk_random,Not Relevant,40,40,100.0
1072,7712755,random_1000_pmids,Not Relevant,40,40,100.0
704,4740245,2000V2_1103,Not Relevant,41,41,100.0
1024,7491272,pk_random,Not Relevant,49,49,100.0
1050,7603557,2000V2_1103,Not Relevant,32,32,100.0
697,4656179,pk_random,Not Relevant,37,37,100.0
1052,7621402,random_1000_pmids,Not Relevant,43,43,100.0
1053,7622812,pk_random,Not Relevant,47,47,100.0
1054,7623757,2000V2_1103,Not Relevant,43,43,100.0
1055,7627246,pk_random,Relevant,41,41,100.0
1056,7630328,2000V2_1103,Not Relevant,41,41,100.0
1057,7630844,pk_random,Not Relevant,35,35,100.0
1058,7646538,2000V2_1103,Not Relevant,46,46,100.0
1059,7654491,random_1000_pmids,Relevant,47,47,100.0
1060,7654888,random_1000_pmids,Not Relevant,37,37,100.0
1061,7658783,random_1000_pmids,Not Relevant,39,39,100.0
1062,7662501,2000V2_1103,Not Relevant,37,37,100.0
696,4653481,2000V2_1103,Not Relevant,41,41,100.0
694,4643299,random_1000_pmids,Not Relevant,38,38,100.0
1065,7682118,2000V2_1103,Not Relevant,43,43,100.0
693,4617567,random_1000_pmids,Not Relevant,46,46,100.0
1067,7696534,2000V2_1103,Not Relevant,35,35,100.0
1068,7697757,2000V2_1103,Not Relevant,48,48,100.0
692,4608579,2000V2_1103,Not Relevant,40,40,100.0
691,4595419,2000V2_1103,Not Relevant,43,43,100.0
1049,7599006,2000V2_1103,Not Relevant,44,44,100.0
1023,7489992,pk_random,Not Relevant,37,37,100.0
1048,7597909,pk_random,Relevant,34,34,100.0
698,4668083,random_1000_pmids,Not Relevant,34,34,100.0
703,4730501,random_1000_pmids,Not Relevant,42,42,100.0
1026,7493556,random_1000_pmids,Relevant,50,50,100.0
1027,7506426,pk_random,Not Relevant,43,43,100.0
1028,7508204,2000V2_1103,Not Relevant,45,45,100.0
1029,7524350,2000V2_1103,Not Relevant,37,37,100.0
702,4729202,random_1000_pmids,Not Relevant,33,33,100.0
1031,7529424,random_1000_pmids,Not Relevant,51,51,100.0
1032,7536924,random_1000_pmids,Not Relevant,43,43,100.0
1033,7539062,pk_random,Not Relevant,52,52,100.0
1034,7543657,pk_random,Not Relevant,33,33,100.0
1035,7550137,pk_random,Not Relevant,41,41,100.0
1036,7551175,pk_random,Not Relevant,45,45,100.0
1037,7553336,pk_random,Not Relevant,42,42,100.0
1038,7570676,random_1000_pmids,Not Relevant,48,48,100.0
1039,7573412,2000V2_1103,Not Relevant,38,38,100.0
701,4719397,2000V2_1103,Not Relevant,40,40,100.0
1041,7578383,random_1000_pmids,Not Relevant,36,36,100.0
1042,7578645,pk_random,Not Relevant,42,42,100.0
1043,7581552,pk_random,Not Relevant,40,40,100.0
700,4703576,2000V2_1103,Not Relevant,33,33,100.0
1045,7587050,random_1000_pmids,Relevant,30,30,100.0
1047,7592909,2000V2_1103,Not Relevant,46,46,100.0
2395,17596650,pk_random,Not Relevant,41,41,100.0
1581,10836296,2000V2_1103,Not Relevant,51,51,100.0
1583,10845858,2000V2_1103,Not Relevant,43,43,100.0
2116,15742553,random_1000_pmids,Not Relevant,46,46,100.0
2117,15746006,2000V2_1103,Not Relevant,40,40,100.0
2118,15747152,pk_random,Not Relevant,31,31,100.0
455,2947633,2000V2_1103,Not Relevant,48,48,100.0
454,2946827,2000V2_1103,Not Relevant,34,34,100.0
2121,15756276,2000V2_1103,Relevant,37,37,100.0
2122,15763515,2000V2_1103,Not Relevant,36,36,100.0
2123,15763631,random_1000_pmids,Not Relevant,33,33,100.0
2124,15764283,2000V2_1103,Not Relevant,27,27,100.0
2115,15739758,2000V2_1103,Not Relevant,37,37,100.0
2125,15765827,random_1000_pmids,Not Relevant,46,46,100.0
2127,15782324,random_1000_pmids,Not Relevant,34,34,100.0
2128,15786025,2000V2_1103,Not Relevant,47,47,100.0
2129,15799627,pk_random,Not Relevant,46,46,100.0
2130,15802882,pk_random,Not Relevant,34,34,100.0
2131,15809333,2000V2_1103,Not Relevant,42,42,100.0
2132,15827572,2000V2_1103,Not Relevant,33,33,100.0
2133,15842552,2000V2_1103,Relevant,44,44,100.0
2134,15852681,pk_random,Not Relevant,43,43,100.0
2135,15863069,random_1000_pmids,Not Relevant,39,39,100.0
2126,15768513,pk_random,Not Relevant,32,32,100.0
457,2954813,2000V2_1103,Not Relevant,42,42,100.0
2113,15709888,random_1000_pmids,Not Relevant,42,42,100.0
2112,15707981,pk_random,Not Relevant,39,39,100.0
2091,15558784,random_1000_pmids,Not Relevant,43,43,100.0
2092,15562136,random_1000_pmids,Not Relevant,39,39,100.0
2093,15566093,2000V2_1103,Relevant,31,31,100.0
2094,15567978,pk_random,Not Relevant,42,42,100.0
2095,15570658,2000V2_1103,Not Relevant,35,35,100.0
2096,15575592,2000V2_1103,Not Relevant,45,45,100.0
2097,15575621,pk_random,Not Relevant,43,43,100.0
2098,15591587,2000V2_1103,Not Relevant,38,38,100.0
2099,15592839,random_1000_pmids,Relevant,29,29,100.0
461,2979114,2000V2_1103,Not Relevant,38,38,100.0
2101,15618198,pk_random,Not Relevant,53,53,100.0
2102,15621257,2000V2_1103,Not Relevant,39,39,100.0
2103,15625935,pk_random,Not Relevant,36,36,100.0
2104,15627307,2000V2_1103,Not Relevant,34,34,100.0
2105,15643550,2000V2_1103,Relevant,48,48,100.0
2106,15650007,2000V2_1103,Not Relevant,37,37,100.0
2107,15666041,pk_random,Not Relevant,41,41,100.0
2108,15669332,2000V2_1103,Not Relevant,35,35,100.0
2109,15684491,2000V2_1103,Relevant,38,38,100.0
460,2976351,pk_random,Not Relevant,49,49,100.0
2111,15695787,pk_random,Not Relevant,46,46,100.0
2136,15869316,random_1000_pmids,Not Relevant,43,43,100.0
2137,15872357,random_1000_pmids,Not Relevant,47,47,100.0
2138,15878229,pk_random,Not Relevant,47,47,100.0
2139,15885411,2000V2_1103,Not Relevant,57,57,100.0
2166,16076079,2000V2_1103,Not Relevant,41,41,100.0
2167,16078719,random_1000_pmids,Not Relevant,49,49,100.0
2168,16086451,2000V2_1103,Not Relevant,28,28,100.0
444,2893704,2000V2_1103,Relevant,36,36,100.0
2170,16100236,pk_random,Relevant,33,33,100.0
2171,16100679,2000V2_1103,Not Relevant,46,46,100.0
2172,16105568,2000V2_1103,Not Relevant,32,32,100.0
2173,16105610,pk_random,Not Relevant,42,42,100.0
2174,16113458,2000V2_1103,Not Relevant,39,39,100.0
2175,16115037,random_1000_pmids,Not Relevant,32,32,100.0
2176,16124404,pk_random,Not Relevant,30,30,100.0
443,2892925,2000V2_1103,Not Relevant,37,37,100.0
2178,16132714,2000V2_1103,Not Relevant,49,49,100.0
2179,16141604,pk_random,Relevant,40,40,100.0
2180,16154040,pk_random,Not Relevant,41,41,100.0
2181,16164493,random_1000_pmids,Relevant,47,47,100.0
2182,16171731,2000V2_1103,Not Relevant,40,40,100.0
2183,16173558,2000V2_1103,Not Relevant,43,43,100.0
2184,16180789,pk_random,Not Relevant,41,41,100.0
2185,16181300,2000V2_1103,Relevant,36,36,100.0
2186,16181741,2000V2_1103,Not Relevant,34,34,100.0
445,2896563,pk_random,Not Relevant,34,34,100.0
462,2988459,2000V2_1103,Relevant,39,39,100.0
2164,16036859,pk_random,Not Relevant,33,33,100.0
447,2898346,2000V2_1103,Relevant,44,44,100.0
453,2928467,2000V2_1103,Not Relevant,31,31,100.0
2141,15893543,2000V2_1103,Not Relevant,45,45,100.0
2142,15901041,2000V2_1103,Relevant,33,33,100.0
2143,15901744,pk_random,Relevant,40,40,100.0
2144,15902799,2000V2_1103,Not Relevant,33,33,100.0
2145,15907391,2000V2_1103,Not Relevant,46,46,100.0
2146,15912525,pk_random,Not Relevant,47,47,100.0
452,2917341,random_1000_pmids,Not Relevant,49,49,100.0
451,2910899,random_1000_pmids,Not Relevant,38,38,100.0
2149,15936513,2000V2_1103,Not Relevant,44,44,100.0
2150,15942203,random_1000_pmids,Not Relevant,33,33,100.0
2151,15952782,random_1000_pmids,Not Relevant,42,42,100.0
2152,15961594,random_1000_pmids,Not Relevant,35,35,100.0
2153,15973685,pk_random,Not Relevant,37,37,100.0
450,2910896,2000V2_1103,Not Relevant,49,49,100.0
449,2906097,pk_random,Not Relevant,39,39,100.0
2156,15979830,pk_random,Not Relevant,41,41,100.0
2157,15982776,2000V2_1103,Not Relevant,39,39,100.0
2158,15984776,random_1000_pmids,Not Relevant,26,26,100.0
448,2900879,pk_random,Not Relevant,35,35,100.0
2160,15992367,2000V2_1103,Not Relevant,40,40,100.0
446,2897058,2000V2_1103,Not Relevant,39,39,100.0
2089,15545088,2000V2_1103,Not Relevant,42,42,100.0
2088,15541439,pk_random,Not Relevant,39,39,100.0
2087,15532067,2000V2_1103,Relevant,43,43,100.0
2013,14951450,2000V2_1103,Not Relevant,42,42,100.0
2014,14970197,2000V2_1103,Not Relevant,35,35,100.0
2016,14984061,2000V2_1103,Not Relevant,36,36,100.0
2017,14988120,2000V2_1103,Not Relevant,45,45,100.0
2018,14994278,2000V2_1103,Not Relevant,30,30,100.0
2019,14996627,2000V2_1103,Not Relevant,49,49,100.0
2020,15001711,2000V2_1103,Not Relevant,33,33,100.0
2021,15005300,pk_random,Not Relevant,32,32,100.0
2022,15015879,pk_random,Not Relevant,42,42,100.0
472,3108221,2000V2_1103,Not Relevant,47,47,100.0
2024,15022660,random_1000_pmids,Not Relevant,37,37,100.0
2025,15031013,2000V2_1103,Not Relevant,54,54,100.0
2026,15032249,2000V2_1103,Not Relevant,40,40,100.0
471,3076784,pk_random,Not Relevant,41,41,100.0
2028,15033678,random_1000_pmids,Relevant,41,41,100.0
2029,15041713,2000V2_1103,Relevant,45,45,100.0
2030,15043936,random_1000_pmids,Not Relevant,37,37,100.0
469,3068900,2000V2_1103,Not Relevant,37,37,100.0
2033,15060509,random_1000_pmids,Relevant,41,41,100.0
2034,15063340,random_1000_pmids,Not Relevant,38,38,100.0
2035,15064917,pk_random,Not Relevant,35,35,100.0
2012,14768142,2000V2_1103,Not Relevant,42,42,100.0
2036,15076005,2000V2_1103,Not Relevant,37,37,100.0
2011,14763995,2000V2_1103,Not Relevant,37,37,100.0
473,3123584,2000V2_1103,Not Relevant,37,37,100.0
1988,14655189,pk_random,Not Relevant,32,32,100.0
1989,14656295,random_1000_pmids,Not Relevant,31,31,100.0
1990,14657453,random_1000_pmids,Not Relevant,32,32,100.0
1991,14684277,2000V2_1103,Not Relevant,28,28,100.0
1992,14686717,pk_random,Not Relevant,35,35,100.0
1993,14697223,2000V2_1103,Not Relevant,43,43,100.0
1994,14703194,2000V2_1103,Not Relevant,49,49,100.0
477,3131059,2000V2_1103,Not Relevant,55,55,100.0
1996,14711790,random_1000_pmids,Not Relevant,34,34,100.0
1997,14712437,random_1000_pmids,Relevant,48,48,100.0
1998,14718732,random_1000_pmids,Not Relevant,39,39,100.0
476,3130980,2000V2_1103,Not Relevant,34,34,100.0
2000,14727972,2000V2_1103,Not Relevant,38,38,100.0
2001,14734680,2000V2_1103,Not Relevant,44,44,100.0
475,3126724,pk_random,Not Relevant,35,35,100.0
2003,14741166,random_1000_pmids,Not Relevant,35,35,100.0
2004,14744740,2000V2_1103,Not Relevant,35,35,100.0
2005,14745002,2000V2_1103,Not Relevant,33,33,100.0
2006,14745439,2000V2_1103,Not Relevant,38,38,100.0
2007,14749551,2000V2_1103,Relevant,38,38,100.0
474,3125448,random_1000_pmids,Not Relevant,44,44,100.0
2010,14762081,2000V2_1103,Not Relevant,43,43,100.0
440,2861054,2000V2_1103,Not Relevant,35,35,100.0
2037,15082359,2000V2_1103,Not Relevant,41,41,100.0
2039,15104134,2000V2_1103,Not Relevant,38,38,100.0
2065,15280813,2000V2_1103,Not Relevant,44,44,100.0
2066,15289374,2000V2_1103,Not Relevant,39,39,100.0
2067,15292049,pk_random,Not Relevant,39,39,100.0
2068,15295278,random_1000_pmids,Not Relevant,51,51,100.0
2069,15312152,2000V2_1103,Not Relevant,40,40,100.0
2070,15313229,random_1000_pmids,Not Relevant,52,52,100.0
465,3042947,2000V2_1103,Not Relevant,33,33,100.0
2073,15325918,2000V2_1103,Not Relevant,32,32,100.0
464,3030965,random_1000_pmids,Not Relevant,45,45,100.0
2075,15356235,pk_random,Not Relevant,40,40,100.0
2076,15359567,random_1000_pmids,Not Relevant,45,45,100.0
2077,15369761,pk_random,Not Relevant,40,40,100.0
2078,15388441,pk_random,Relevant,36,36,100.0
2079,15465773,2000V2_1103,Not Relevant,33,33,100.0
463,3011359,pk_random,Not Relevant,33,33,100.0
2081,15479952,pk_random,Not Relevant,39,39,100.0
2082,15499498,pk_random,Not Relevant,53,53,100.0
2083,15500948,2000V2_1103,Not Relevant,37,37,100.0
2084,15511563,pk_random,Not Relevant,32,32,100.0
2085,15519454,random_1000_pmids,Not Relevant,47,47,100.0
2086,15522980,2000V2_1103,Not Relevant,41,41,100.0
2064,15277497,2000V2_1103,Not Relevant,42,42,100.0
2038,15085875,2000V2_1103,Not Relevant,40,40,100.0
2063,15257305,2000V2_1103,Not Relevant,38,38,100.0
2061,15253652,pk_random,Not Relevant,44,44,100.0
2040,15109145,2000V2_1103,Not Relevant,41,41,100.0
468,3054222,pk_random,Not Relevant,40,40,100.0
2042,15118262,pk_random,Not Relevant,43,43,100.0
2043,15123670,random_1000_pmids,Not Relevant,37,37,100.0
2044,15125776,random_1000_pmids,Not Relevant,50,50,100.0
2045,15128505,pk_random,Not Relevant,36,36,100.0
2046,15136053,2000V2_1103,Not Relevant,44,44,100.0
2047,15149182,pk_random,Not Relevant,36,36,100.0
467,3050368,2000V2_1103,Not Relevant,46,46,100.0
2049,15163278,2000V2_1103,Not Relevant,36,36,100.0
2050,15177925,random_1000_pmids,Not Relevant,43,43,100.0
2051,15180477,2000V2_1103,Not Relevant,30,30,100.0
2052,15181141,pk_random,Not Relevant,50,50,100.0
2053,15189673,2000V2_1103,Not Relevant,46,46,100.0
2054,15195102,pk_random,Not Relevant,48,48,100.0
2055,15200428,random_1000_pmids,Not Relevant,45,45,100.0
2056,15222484,random_1000_pmids,Not Relevant,50,50,100.0
2057,15224411,pk_random,Not Relevant,39,39,100.0
466,3043944,pk_random,Not Relevant,35,35,100.0
2059,15252046,pk_random,Not Relevant,43,43,100.0
2060,15252778,random_1000_pmids,Not Relevant,40,40,100.0
2062,15254833,pk_random,Not Relevant,41,41,100.0
2188,16198649,2000V2_1103,Not Relevant,26,26,100.0
2189,16199684,pk_random,Not Relevant,50,50,100.0
2190,16201532,pk_random,Not Relevant,39,39,100.0
2318,17019653,2000V2_1103,Not Relevant,43,43,100.0
2319,17021761,pk_random,Not Relevant,52,52,100.0
2320,17025353,pk_random,Not Relevant,40,40,100.0
413,2746726,2000V2_1103,Relevant,37,37,100.0
412,2746498,2000V2_1103,Relevant,42,42,100.0
2323,17090395,random_1000_pmids,Not Relevant,40,40,100.0
411,2737742,2000V2_1103,Relevant,39,39,100.0
2325,17090977,2000V2_1103,Not Relevant,43,43,100.0
2326,17091502,2000V2_1103,Not Relevant,44,44,100.0
2327,17092838,random_1000_pmids,Not Relevant,34,34,100.0
2328,17093398,pk_random,Not Relevant,43,43,100.0
2329,17101985,2000V2_1103,Not Relevant,42,42,100.0
2330,17105992,2000V2_1103,Not Relevant,35,35,100.0
2331,17117724,random_1000_pmids,Not Relevant,34,34,100.0
2332,17121084,2000V2_1103,Not Relevant,45,45,100.0
2333,17125263,2000V2_1103,Not Relevant,39,39,100.0
2334,17125532,2000V2_1103,Not Relevant,46,46,100.0
2335,17130974,pk_random,Not Relevant,39,39,100.0
2336,17133275,pk_random,Not Relevant,43,43,100.0
2337,17133402,2000V2_1103,Not Relevant,32,32,100.0
2338,17143057,2000V2_1103,Not Relevant,37,37,100.0
2317,17017381,2000V2_1103,Not Relevant,36,36,100.0
2339,17151867,2000V2_1103,Not Relevant,34,34,100.0
2316,17008586,2000V2_1103,Not Relevant,40,40,100.0
2314,17004737,2000V2_1103,Not Relevant,42,42,100.0
417,2756531,random_1000_pmids,Not Relevant,40,40,100.0
2294,16892339,2000V2_1103,Not Relevant,46,46,100.0
2295,16896303,pk_random,Not Relevant,40,40,100.0
2296,16897319,2000V2_1103,Not Relevant,35,35,100.0
2297,16898676,2000V2_1103,Not Relevant,50,50,100.0
2298,16899729,random_1000_pmids,Not Relevant,47,47,100.0
2299,16904229,2000V2_1103,Not Relevant,43,43,100.0
2300,16910144,2000V2_1103,Not Relevant,34,34,100.0
2301,16944127,random_1000_pmids,Not Relevant,42,42,100.0
2302,16951619,random_1000_pmids,Not Relevant,30,30,100.0
2303,16954550,2000V2_1103,Not Relevant,37,37,100.0
416,2756518,pk_random,Not Relevant,34,34,100.0
415,2755119,2000V2_1103,Not Relevant,36,36,100.0
2306,16965146,pk_random,Not Relevant,44,44,100.0
2307,16978690,2000V2_1103,Not Relevant,40,40,100.0
2308,16979934,random_1000_pmids,Not Relevant,36,36,100.0
2309,16988114,2000V2_1103,Not Relevant,39,39,100.0
2310,16990504,pk_random,Not Relevant,41,41,100.0
414,2752366,2000V2_1103,Not Relevant,43,43,100.0
2312,16998589,2000V2_1103,Not Relevant,35,35,100.0
2313,17001185,random_1000_pmids,Relevant,35,35,100.0
2315,17006844,2000V2_1103,Not Relevant,34,34,100.0
419,2764717,2000V2_1103,Relevant,34,34,100.0
2340,17159010,2000V2_1103,Not Relevant,41,41,100.0
2342,17164373,pk_random,Relevant,41,41,100.0
2371,17396619,2000V2_1103,Not Relevant,39,39,100.0
2372,17401092,random_1000_pmids,Not Relevant,37,37,100.0
2373,17403849,random_1000_pmids,Not Relevant,35,35,100.0
2374,17418900,pk_random,Not Relevant,31,31,100.0
2375,17433706,random_1000_pmids,Not Relevant,50,50,100.0
404,2716073,pk_random,Not Relevant,41,41,100.0
2379,17459656,2000V2_1103,Not Relevant,45,45,100.0
768,5762963,2000V2_1103,Not Relevant,34,34,100.0
2381,17461495,random_1000_pmids,Not Relevant,39,39,100.0
2382,17464745,2000V2_1103,Not Relevant,35,35,100.0
2383,17478881,2000V2_1103,Not Relevant,39,39,100.0
2384,17483727,2000V2_1103,Not Relevant,32,32,100.0
2385,17488782,pk_random,Relevant,34,34,100.0
2386,17491110,2000V2_1103,Not Relevant,36,36,100.0
2387,17497882,random_1000_pmids,Not Relevant,43,43,100.0
2388,17518507,pk_random,Not Relevant,39,39,100.0
2389,17537876,2000V2_1103,Not Relevant,38,38,100.0
2390,17538396,random_1000_pmids,Not Relevant,47,47,100.0
2391,17562144,pk_random,Not Relevant,32,32,100.0
403,2715911,random_1000_pmids,Not Relevant,38,38,100.0
2393,17576826,pk_random,Relevant,49,49,100.0
406,2721225,2000V2_1103,Not Relevant,35,35,100.0
2341,17163266,pk_random,Relevant,35,35,100.0
2367,17378442,2000V2_1103,Relevant,33,33,100.0
2365,17356543,2000V2_1103,Not Relevant,37,37,100.0
2343,17179615,2000V2_1103,Not Relevant,35,35,100.0
410,2729181,2000V2_1103,Not Relevant,32,32,100.0
2345,17199017,2000V2_1103,Not Relevant,38,38,100.0
2346,17200661,2000V2_1103,Not Relevant,36,36,100.0
2347,17204409,pk_random,Not Relevant,56,56,100.0
2348,17207854,2000V2_1103,Not Relevant,42,42,100.0
2349,17239426,random_1000_pmids,Not Relevant,41,41,100.0
2350,17240027,2000V2_1103,Not Relevant,45,45,100.0
2351,17241513,2000V2_1103,Not Relevant,43,43,100.0
2352,17245650,random_1000_pmids,Not Relevant,40,40,100.0
408,2724094,2000V2_1103,Relevant,39,39,100.0
407,2721604,2000V2_1103,Relevant,35,35,100.0
2355,17269457,pk_random,Not Relevant,38,38,100.0
2356,17270409,2000V2_1103,Relevant,38,38,100.0
2357,17298952,2000V2_1103,Not Relevant,40,40,100.0
2358,17311984,2000V2_1103,Not Relevant,31,31,100.0
2359,17318022,2000V2_1103,Not Relevant,38,38,100.0
2360,17320115,2000V2_1103,Not Relevant,37,37,100.0
2362,17326840,2000V2_1103,Not Relevant,41,41,100.0
2363,17337085,pk_random,Not Relevant,43,43,100.0
2364,17339873,pk_random,Not Relevant,37,37,100.0
2366,17374790,2000V2_1103,Not Relevant,52,52,100.0
1987,14651035,pk_random,Not Relevant,43,43,100.0
2291,16885612,2000V2_1103,Not Relevant,36,36,100.0
2289,16873536,2000V2_1103,Not Relevant,41,41,100.0
2216,16411163,random_1000_pmids,Not Relevant,37,37,100.0
437,2847939,random_1000_pmids,Not Relevant,45,45,100.0
2218,16417035,2000V2_1103,Not Relevant,39,39,100.0
2219,16421100,random_1000_pmids,Not Relevant,44,44,100.0
2220,16423191,2000V2_1103,Not Relevant,40,40,100.0
2221,16426882,2000V2_1103,Not Relevant,44,44,100.0
2222,16428497,pk_random,Relevant,33,33,100.0
2223,16436292,2000V2_1103,Not Relevant,44,44,100.0
2224,16436328,pk_random,Not Relevant,44,44,100.0
2225,16443632,2000V2_1103,Not Relevant,35,35,100.0
436,2841320,random_1000_pmids,Not Relevant,41,41,100.0
2227,16451744,random_1000_pmids,Not Relevant,42,42,100.0
2228,16454493,2000V2_1103,Not Relevant,36,36,100.0
2229,16460870,2000V2_1103,Not Relevant,42,42,100.0
435,2837834,2000V2_1103,Not Relevant,43,43,100.0
